0.000000000000000000e+00,-1.383060939672301686e+02
1.167215019458015804e-03,-1.473851454735448101e+02
2.326564735079118384e-03,-1.423538727315830954e+02
3.478119374361363092e-03,-1.469981728807651677e+02
4.621948803498842837e-03,-1.417021475131331840e+02
5.758122528891990166e-03,-1.457175074424854415e+02
6.886709698654134952e-03,-1.431186835648633462e+02
8.007779104114220309e-03,-1.441048138618168082e+02
9.121399181315690413e-03,-1.404775213869984896e+02
1.022763801251147867e-02,-1.438931513496594050e+02
1.132656332765501900e-02,-1.444007943221906771e+02
1.241824250588738354e-02,-1.465527528994129227e+02
1.350274257702031508e-02,-1.424621984604431475e+02
1.458013022301524707e-02,-1.468007641745150806e+02
1.565047177945832341e-02,-1.430872978966787912e+02
1.671383323703115251e-02,-1.396155455596174022e+02
1.777028024297750558e-02,-1.502298276189403907e+02
1.881987810256583599e-02,-1.470977471247974790e+02
1.986269178054751727e-02,-1.470420515490369837e+02
2.089878590261092309e-02,-1.505731208705969379e+02
2.192822475683105579e-02,-1.475688503370353146e+02
2.295107229511502561e-02,-1.508769602971876225e+02
2.396739213464308543e-02,-1.452095691238558004e+02
2.497724755930525245e-02,-1.520228395491422475e+02
2.598070152113367975e-02,-1.475163757052291089e+02
2.697781664173027477e-02,-1.415170706149025079e+02
2.796865521369018559e-02,-1.457116198212517304e+02
2.895327920202049946e-02,-1.488926083292752196e+02
2.993175024555452465e-02,-1.448133826062666856e+02
3.090412965836165232e-02,-1.509798280413496911e+02
3.187047843115222573e-02,-1.454857849893567447e+02
3.283085723267823580e-02,-1.523875611828184162e+02
3.378532641112896862e-02,-1.465152409291741833e+02
3.473394599552230566e-02,-1.503798879019012134e+02
3.567677569709120505e-02,-1.511243174708493768e+02
3.661387491066529776e-02,-1.437843762551476061e+02
3.754530271604784170e-02,-1.542345820928606486e+02
3.847111787938807537e-02,-1.465356416433015170e+02
3.939137885454842281e-02,-1.442899803706815192e+02
4.030614378446717438e-02,-1.497517977458859093e+02
4.121547050251610916e-02,-1.475013669793791848e+02
4.211941653385324613e-02,-1.505190417520663573e+02
4.301803909677093946e-02,-1.502032257914880802e+02
4.391139510403869323e-02,-1.474400295792752331e+02
4.479954116424136185e-02,-1.486258817365626896e+02
4.568253358311216705e-02,-1.501651941906210368e+02
4.656042836486071201e-02,-1.452600494471154775e+02
4.743328121349615206e-02,-1.436205705030438367e+02
4.830114753414539719e-02,-1.474451324196604673e+02
4.916408243436592301e-02,-1.437094219065530183e+02
5.002214072545373841e-02,-1.430902316258498672e+02
5.087537692374640569e-02,-1.484347827258992538e+02
5.172384525192059990e-02,-1.482691835778194900e+02
5.256759964028502596e-02,-1.429458311042410230e+02
5.340669372806765985e-02,-1.531113570810888973e+02
5.424118086469820882e-02,-1.454893795710458164e+02
5.507111411108529114e-02,-1.527193885735324557e+02
5.589654624088843254e-02,-1.462986995423731571e+02
5.671752974178494167e-02,-1.451935500349012216e+02
5.753411681673129691e-02,-1.466755432111363859e+02
5.834635938521958581e-02,-1.510684931575998462e+02
5.915430908452862929e-02,-1.441671194390931419e+02
5.995801727096972122e-02,-1.426283608060694519e+02
6.075753502112734433e-02,-1.504646054298818001e+02
6.155291313309430024e-02,-1.483923898082199457e+02
6.234420212770164921e-02,-1.499247519440642407e+02
6.313145224974342495e-02,-1.410991646340303589e+02
6.391471346919604113e-02,-1.434383122548360916e+02
6.469403548243223001e-02,-1.413008437116154994e+02
6.546946771342959659e-02,-1.504597909297957585e+02
6.624105931497398236e-02,-1.485341488702957804e+02
6.700885916985745150e-02,-1.404953597011960937e+02
