0.000000000000000000e+00,-1.383060939672301686e+02
1.169011887220214362e-03,-1.465184242204848886e+02
2.333725276393474983e-03,-1.406346329716812420e+02
3.494170048668689740e-03,-1.444404645572395793e+02
4.650375790606398052e-03,-1.383198690133576463e+02
5.802371798630212921e-03,-1.415244068372618642e+02
6.950187083435743589e-03,-1.381283598398489971e+02
8.093850374357128286e-03,-1.383307181411443878e+02
9.233390123691471302e-03,-1.339329581491259091e+02
1.036883451098134443e-02,-1.365912796354870693e+02
1.150021144725552405e-02,-1.363546289354835608e+02
1.262754857922833082e-02,-1.377751655995641045e+02
1.375087329345757968e-02,-1.329659191476160629e+02
1.487021272046148632e-02,-1.365983820672017259e+02
1.598559373879476081e-02,-1.321912627017096895e+02
1.709704297908392137e-02,-1.280381686346610763e+02
1.820458682802221159e-02,-1.379832831275275851e+02
1.930825143232433455e-02,-1.341940731839075625e+02
2.040806270264105410e-02,-1.334931513692821454e+02
2.150404631743403974e-02,-1.363907638890403859e+02
2.259622772681100719e-02,-1.327646733426795151e+02
2.368463215632155006e-02,-1.354624685491684204e+02
2.476928461071368007e-02,-1.291961374623778909e+02
2.585020987765137765e-02,-1.354217134991920943e+02
2.692743253139347551e-02,-1.303386725731003821e+02
2.800097693643366359e-02,-1.237737805775692266e+02
2.907086725110244810e-02,-1.274136070086249077e+02
3.013712743113068290e-02,-1.300506118993775999e+02
3.119978123317516949e-02,-1.254380178133608865e+02
3.225885221830673139e-02,-1.310815872970541420e+02
3.331436375546027728e-02,-1.250750389167845356e+02
3.436633902484785563e-02,-1.314745596637736469e+02
3.541480102133436059e-02,-1.251101141444401748e+02
3.645977255777639592e-02,-1.284926473646547436e+02
3.750127626832439054e-02,-1.287648570532354881e+02
3.853933461168797259e-02,-1.209624732080493459e+02
3.957396987436506697e-02,-1.309598980588962718e+02
4.060520417383504249e-02,-1.228177236630858005e+02
4.163305946171558941e-02,-1.201382618823815278e+02
4.265755752688412533e-02,-1.251755995781074802e+02
4.367871999856336174e-02,-1.225098983374168142e+02
4.469656834937172502e-02,-1.251214011975492468e+02
4.571112389833857648e-02,-1.244084022154563627e+02
4.672240781388438402e-02,-1.212569031687192904e+02
4.773044111676628259e-02,-1.220632249344585603e+02
4.873524468298893325e-02,-1.232316726494949961e+02
4.973683924668097223e-02,-1.179642229761699923e+02
5.073524540293746637e-02,-1.159708940088784317e+02
5.173048361062842354e-02,-1.194499568406194783e+02
5.272257419517318439e-02,-1.153769951407326033e+02
5.371153735128151446e-02,-1.144286994527970762e+02
5.469739314566135491e-02,-1.194521897220348592e+02
5.568016151969305133e-02,-1.189734740256171222e+02
5.665986229207109481e-02,-1.133448498951937893e+02
5.763651516141248682e-02,-1.232128506124964531e+02
5.861013970883285906e-02,-1.153009966366525560e+02
5.958075540049006386e-02,-1.222486812480492091e+02
6.054838159009558879e-02,-1.155531240599134577e+02
6.151303752139393455e-02,-1.141804676613636929e+02
6.247474233060997667e-02,-1.154022211105643549e+02
6.343351504886483860e-02,-1.195421052525495469e+02
6.438937460456037321e-02,-1.123947472650412749e+02
6.534233982573210697e-02,-1.106169943598918053e+02
6.629242944237158375e-02,-1.182211440124323758e+02
6.723966208871706707e-02,-1.159236428610422536e+02
6.818405630551428731e-02,-1.172374398802655548e+02
6.912563054224619974e-02,-1.081999196633484246e+02
7.006440315933275265e-02,-1.103336792029296163e+02
7.100039243030019376e-02,-1.079972808336077179e+02
7.193361654392063653e-02,-1.169636707181026907e+02
7.286409360632177534e-02,-1.148517588567671197e+02
